User Number,Title,Author_Name,App_Version,Rating,Review,Date
129,"Ride cancellations, High fare ,  late booking , disgusting","Nithya Harshini , Hyderabad",4.8.18,1,"I have been using Ola in Hyderabad since many days. I'm facing too many problems. When I try to book a cab it takes minutes 10 mins to 30 mins to get a cab. After getting a cab it shows 5 mins away for pick up , where actually takes 15 mins to reach my place. It really wastes my time.

Second thing is , after booking a cab when I call the driver to update him , he asks me about my dropping locations and when I say the location he cancels because he don't want to drop at that location . 
And it takes again 20 mins to get a new cab. Very disgusting and time taking 
Once I faced a serious problem when I trusted ola. Once I booked a cab from my university campus which is in the outskirts of Hyderabad. It's around 9:30 PM and our campus is very big and no lights  around me and I was alone. I want to get back to home so I booked ola. Once after he came for my pick up, he asked me about my dropping location before entering OTP . When I told him about my drop location he cancelled my ride on the spot and asked me to get another cab.  I was worried and I'm a girl who's alone in that very big area and no street lights around me. How can he do that to a girl who's alone. And I booked another cab it came around 10:15 PM. 
After this incident I seriously lost trust on ola. 

And the third one,  cab drivers will cancel rides multiple times and we need to stand on the road for one hour 
Very disgusting in Hyderabad 

And Fare is too high compared to uber.
Finally I felt it's better to trust uber than ola. 

I hope you will take this into consideration and will fix the problem.",11/30/2016 0:00
130,App not working.,Davisraja Pious,4.8.19,1,Not able to open the app after updating.,12/1/2016 0:00
131,Your software error cancellation fee,gourav gill,4.8.19,1,I book your ride but i your system erroring for booking & after that ride book same time 2 bookings its not my problem kindli reverse my charges 50<U+20B9>,12/2/2016 0:00
132,Bad service,Prudhvi_k,4.8.19,1,Drivers request us to cancel the cabs after 9pm if not booked with Cash on Delivery option. They are cancelling the ride by themselves if we book with ola money/online payment method. This is not something very bad anyone can experience. What might happen if we book a ride at 12midnight and driver cancel the ride?,12/3/2016 0:00
133,"Cheating with the help of OLA postpaid, Charged more the the defined fare",Nitesh thakran,4.8.19,1,"Hi , I have been using OLA from long . Now i came to the conclusion that i have to uninstall and deactivate my OLA account.
I took a rode on 9 july2019,  the app shows me 122 initially. I thought to check fare on uber. Then within 10 second I decided to go via OLA cab when i about to click on confirm the price of ride increased to 142 .and then i clicked on confirm booking.
CRN no.3310069644

After ride was over the bill increased to Rs.214 ,The ride time was in limits and I haven?t go beyond the destination,infact got off from cab 500 mtr before the destination and same amount was deducted from ola postpaid . 

The OLA guys are cheating all the customers . Advice no to use this OLA services.",12/4/2016 0:00
134,Not allowing to set the account with same mobile number.,sanath.kumars39,4.8.19,1,I have freshly installed the ola app and when I enter the mobile number the app pops up with some erratic crapy message. ?There are multiple accounts set in the mobile?. Because of this type of issue I cant throw my mobile and take a new one just for the sake of such crapy messages. Kindly allow the app to reset or allow to logout of the previous logged in account from the same number. There is no option in the support center what to do for such messages.,12/5/2016 0:00
135,Problem,Dharam Jadav,4.8.19,3,I ask Ola bike but this Ola bike didn?t accept my request. Other Ola car never follow my location exactly n miss picking me. Ola all make me external waste time,12/6/2016 0:00
136,Worst ride,toelsyodirouu,4.8.19,1,Always they will charge from money from rider if driver cancelled the ride or they will not make it location as well . Some time drivers are not calling,12/7/2016 0:00
137,New update has broken the app on iOS,AazNz,4.8.19,1,"Cant launch after the update.
Reinstalling the app does allow signing up, OTP over SMS/calls are not coming through. Fix it would you?",12/8/2016 0:00
138,App is not loading,<U+20B9>0hit,4.8.19,1,"From past 3 days I am trying to launch the app but the app shows the logo with white background on the screen.
Seems app is freeze.",12/9/2016 0:00
139,Deletng app,Aniruddh shivjatak,4.8.19,1,Worst app ever.. automaticaly books 2 cabs. And charges 50 rs for cancelation.. kindof scam.,12/10/2016 0:00
140,Not working,Ujju1193,4.8.19,4,App is not working last 2 days,12/11/2016 0:00
141,Waiting for refund since a month,Spandan_mishra88,4.8.19,1,"Crap service. I am disgusted being told stupid excuses and resolutions every other day. It?s been a month and I haven?t received my refund yet and this is post validation and proven eligible. What the hell you guys are playing at?!

Tip for the developers- shut down the damn support section of your app. It?s virtually inexistent and stupid.",12/12/2016 0:00
142,Worst,mohfw,4.8.19,1,Your app works properly but drivers of your cabs highly unprofessional. I commute to Faridabad but out 10 booking 1 cab driver chooses to go to Faridabad. Your app also shows less waiting time than exact waiting time. Overall I am fed up of your app. Uber has less cancellations chances and with professional and humble drivers.,12/13/2016 0:00
143,Buggy new version,Needoc,4.8.19,1,Unable to login after updating to new version. Didn?t receive OTP by sms or email.,12/14/2016 0:00
144,App doesn?t open post update,RamyaAditya,4.8.19,1,Ever since update has come app doesn?t open,12/15/2016 0:00
145,NOT AN APP FOR EMERGENCY,mehakkkgilll,4.8.19,1,"The driver  didn?t came and was going far from the pick up location I waited for 20 min and had to cancel the cab 
Cannot use this app in emergency",12/16/2016 0:00
146,Maintenance of the cabs,sujithsubash,4.8.19,3,I found that the cabs when booked even if there is a high rating for the cab driver I donot find the cabs neat so how do they get a better rating.. the last three rides I took the cleanliness of the cab was pathetic..,12/17/2016 0:00
147,Ola app is not starting,harshal prabhune,4.8.19,4,After updating latest update ola app is not starting. Please check this bug and resolve,12/18/2016 0:00
148,Notification spam,Kshitij2k15,4.8.19,2,Frequently getting unwanted deals and app notification spam. No way to turn off just the offers spam,12/19/2016 0:00
149,wrong time,anuvrat_jain93,4.8.19,2,"it always show me cab reaching in 5 mins but cab takes 20 -25 mins to reach at pick up point.. 
and in case driver wont ready to go destination place and we mentioned reason though they took 50 rs cancellation fee from us . thats ridiculous 
take cancelation fee but make sure you should know the reason..!",12/20/2016 0:00
150,New update totally messed up,Nanda kl,4.8.19,1,"The latest update is totally messed up. Touch sensitivity issues. After assigning car, doesn?t show up unless you fully exit, end the app and again open the app. 

Tried cancelling a ride but touch wasn?t working on options and was unable to select.",12/21/2016 0:00
151,Price,Hitieu,4.8.19,3,Charge much more when the ride is over,12/22/2016 0:00
152,White collar fraud,srinivasa chary m,4.8.19,1,"You people debit my Ola money account without any reason and the ur call center number       Is also not working so u can steal what you want from the customer..... you are looters .... worst service 

Any one has any doubts call me @9538480802",12/23/2016 0:00
153,Extremely Comfortable,DeepC1909,4.8.19,5,"Good service, Very supportive team fro Ground level to Call Centres.",12/24/2016 0:00
154,Stop working,Dheer20,4.8.19,1,"In last three updates there has been issue with the booking app as it gets hanged or stop working or automatically exit from the app in spite of having proper network connectivity. Before this last three update this app works fine. Kindly look into the issue. Also now reaching customer number is a big task like few years ago reaching BSNL customer care long awaited time. Long awaited means customer?s complain has reached at its peak. This shows the quality of service Ola is providing. Dear Ola it?s never too late to start, so start taking action instantly in response to the complain of customer. Hope the issues will resolve .",12/25/2016 0:00
155,Bad service of late,Stonyboss,4.8.19,3,"Was very disappointed with Ola services today. Booked an Ola twice which got cancelled by the drivers both times(this has been happening often of late). Tried rebooking again and kept getting a msg that said cannot proceed till you complete ongoing booking. I do not understand why?...the drivers cancelled and I could not rebook.

 On my way back from Bandra, I booked an auto which came, but on reaching my destination was surprised when the driver said that I had to pay cash in spite of having a wallet balance. 

Can this be looked into and reverted back to me. Will be highly obliged if you?ll do so.",12/26/2016 0:00
156,Not recieving otp to login,Superbadboy9,4.8.19,1,"I am unable to receive otp to login into the app, if i use desktop browser i am receiving otp to login into desktop. There is a bug in your app! 

Due to this issue i am unable to login into app and clear my post paid dues! 

No other links to clear the dues apart from app!",12/27/2016 0:00
157,App not working,Nitin singh HIMT,4.8.19,1,App not working after recent update on iphone,12/28/2016 0:00
158,Complaint,Sachyug,4.8.19,4,"Cancellation charges are also applied if your company vehicle cancel the trip , 
Very Bad regarding this 
Can you provide me some justification",12/29/2016 0:00
159,App is not working,Kiren Paul,4.8.19,1,Not working after update. App is not opening,12/30/2016 0:00
160,Worst App among all,Pnkjœ,4.8.19,1,"I am using Ola Cabs app for more then 4 years now. However, from past 2.5 yrs this app?s performance has gone from okay to worst ever app I operated. Being a live app, the refresh rate no where close to offline app. It gets hang every time you use it and even at the time of booking.

Unfortunately we cannot rate this app below one star. For me it?s ZERO rating.",12/31/2016 0:00
161,App doesn't work properly,Nabaym,4.8.19,1,"Aap shows ride not found but it books its very confusing and then books it self twice.
Some times cancel itself which is very irritating.please help.",1/1/2017 0:00
162,Very good,Venkata Raju,4.8.19,5,Thank you,1/2/2017 0:00
163,no customer call,mohamed ashfaque,4.8.19,3,a very helpful app but many a times the drivers cancel or the ride is cancelled and we cannot contact n we r asked to pay fine some time the flight have to caught n trains have to be caught on time n when cancellations are done it is very unprofessional,1/3/2017 0:00
164,They are scammers,samsandhu1987,4.8.19,1,I booked an out station ride from Delhi to Mohali and they showed booing amount 2300 and when my wife finally arrived they charged 4000 stating till is extra this is extra that is extra... never use them for our station rides. I would have booked a Innova from price taxi for that amount. I will definitely go to consumer court for misleading customers.,1/4/2017 0:00
165,Application hang,saarthlakshit,4.8.19,2,This version app crash automatically.,1/5/2017 0:00
166,Pathetic service and worst support,Sourav Priyadarshan,4.8.19,1,"I?m using Ola since the service started in Mumbai but now the service of company and its driver is pathetic I booked today a drive which got cancelled by the driver after waiting 15 minutes on top of that in second booking the fare increased by the company which again canceled by the company this continued till 4 bookings. On top of all this there is no contact support number where one can raise a complaint. All these events happen between 10:15 to 11 pm 45 minutes I was standing on in roads because the stupid drivers were accepting the ride then cancelling after sometime.  Normally company charge the customer if they cancel now because them I had to wait for for 45 minutes 
I?ll definitely delete the app and request others also to do the same",1/6/2017 0:00
167,Ola Drivers are Bad in Pune,xeonkt,4.8.19,1,"Never use Ola app in Pune. Drivers here force you to pay in cash. They don?t accept Ola Money. Also, Ola administration never takes the complaints seriously. Ola will go out of business soon.",1/7/2017 0:00
168,Driver cancel the booking,Neelu G,4.8.19,2,Today i booked 2 cab and both the cab driver has cancel the booking after waiting 30min which is not acceptable.,1/8/2017 0:00
169,App problem,wardellindia,4.8.19,4,I have been a user of ola cabs and ithas been working fine. But recently the app is giving me problems. The app keeps bringing my morning?s ride bill in front of the page again and again. It just keeps on happening again and again. It never goes away.,1/9/2017 0:00
170,Unable to open the app,sj233,4.8.19,1,Unable to open the app after last update. Please fix the app.,1/10/2017 0:00
171,Horrible experience!,Ketan Sonawadekar,4.8.19,1,I booked thrice but Ola drivers refuse ride just like auto drivers. It?s horrible experience. Now I?m not suggesting Ola anymore to my friend circle.,1/11/2017 0:00
172,Not working on iPhone 6 with latest iOS,TechTrolls,4.8.19,1,Stopped working with latest update.,1/12/2017 0:00
173,App not working,okrish,4.8.19,4,App is not working after update at all!!,1/13/2017 0:00
174,Unsatisfied with today?s ride,Anaghama,4.8.19,1,"Yesterday I had booked a ride from my home to US consulate at Bandra East for today at 9.45 am. Car came at right time but instead of dropping us at consulate, it dropped us well before the destination. It was terribly difficult for us to get an alternative vehicle from that place. As we had an interview at a fixed time and we could not reach in time. Over and above that we had to pay Rs. 500/- to driver and then pay Rs. 250/- to alternate vehicle. 
Driver gave an explanation that his brother has expired so he has to go back. Under any circumstances he could have dropped us at consulate which was hardly 4 km from where he dropped us. 
I expect Ola to refund the entire amount for the for the agony we had undergone. We are the senior citizens above 70 year and it was an terrible experience for us. 
Anagha",1/14/2017 0:00
175,Horrible customer support,Glooblastoma,4.8.19,1,Showing ?ongoing? trip since 2 days. Tried calling customer support. All numbers are invalid. There is no option of to post a complain manually.,1/15/2017 0:00
176,Failed to load the app,sunlight1207,4.8.19,1,App isn't opening after the new update on iPhone 6s on ios 12.3.1 version,1/16/2017 0:00
177,Payment issues,MS Manoj,4.8.19,1,New update doesn?t recognise existing cards and doesn?t allow to delete/add them again. Uninstalling and installing app didn?t help.,1/17/2017 0:00
178,Unstable App,ajitabh,4.8.19,1,Highly unstable App on my device. iPhone X. Have to shut it and restart often. Results in unwarranted cancellations. And extremely long booking times.,1/18/2017 0:00
179,App not working,Ashish340,4.8.19,1,After Update App is not working.,1/19/2017 0:00
180,New version not working,aabbhhiiii,4.8.19,1,I have upgraded the App today morning but it is not opening since the upgrade on my iPhone XS. Please test the app thoroughly before releasing upgrades.,1/20/2017 0:00
181,App Update,DaneshDanny,4.8.19,5,Post the Updation of App it is not working,1/26/2017 0:00
182,App crashes in iPhone 5s,Silver-horse,4.8.19,3,App crashes in iPhone 5s,1/27/2017 0:00
183,Drivers are rude and drunk most of the time,tushar salve,4.8.19,1,Drivers are rude now welbehaved and most of the night times they are drunk and impolite with customers and every time we cancel the ride 3 times we are charged 50 rs and if drivers cancel the same they left with no penalty <U+0001F621><U+0001F621><U+0001F621><U+0001F621>,1/28/2017 0:00
184,Driver?s service are poor,anushek013,4.8.19,1,"I am travelling in different city and in 2 ride first driver ..he was on call while driving and at the time of payment, it was deducted from Ola credit but he taken cash and complained on customer care there no response.",1/29/2017 0:00
185,Worst experience,nanu_jp,4.8.19,1,"Ola has charged 10 times repeatedly cancellation charge 
And some times unexpected hike it?s Fair without any information",1/30/2017 0:00
186,Pick Up Issue,Ola User EastDelhi,4.8.18,1,"Ola should charge from driver, as they are currently doing that with there customer, whenever they cancel or transfer their pick-up to another driver. It is very disappointing first you have to wait for the driver that takes 15 minutes and then he transfer it to someone who will take 30 minutes or more to reach pick-up location, because the driver dont want to go to that location. And ola also give a feature of urgent pick-up, as whenever i book ola i always get one who is currently droping someone and take time to pick me up.",1/31/2017 0:00
187,Costly,PuKkUu,4.8.18,2,Too expensive,2/1/2017 0:00
188,Auto service,reensat,4.8.18,5,"Due to rains most autos reply no but ola auto service was prompt, on time, driver courteous. 
Thank you
Reena",2/2/2017 0:00
189,What a great service every time,rajarajbir,4.8.18,5,I have been very happy with how prompt and economical and hassle free Ola had always been here in Chandigarh and elsewhere b,2/3/2017 0:00
190,Worst app,hsysjdkodkdj,4.8.18,1,Worst app ever.. I have trying to book cab. But I am not getting even one cab. This is the case daily. Fed up of this. If you can't provide a cab when your main job is that why do you even need an app for that ?,2/4/2017 0:00
191,Very bad drivers,Arasu nellai,4.8.18,1,"Driver was canceled my trip without my permission I pay 50 Rupees. 
This is very bad.
Driver number 7358318887...",2/5/2017 0:00
192,Too bad too worst,Srikanth546,4.8.18,1,If the driver is not interested in going to the selected destination they should cancel it in the first place. But they are waiting in the same place until we cancel it. Situation is getting worst day by day and no controls in-place. Anyways this is my last day with this app...even if its a high situation I wouldn?t book a cab from OLA..biggest fraud company in INDIA...,2/6/2017 0:00
193,Worst experience,ttttttrew,4.8.18,1,"Booked couple of times but can never came, when called to driver he insist to cancel and ignore the calls",2/7/2017 0:00
194,No offers at all,harish9889,4.8.18,3,No offers at all,2/8/2017 0:00
195,Pathetic Customer Support,bjainc,4.8.18,1,"I took an outstation ride with Ola recently. During the course of my trip, the driver partner took a route that was longer than necessary and did not follow the navigation after being repeatedly told to follow the navigation. As a result of this, the time and distance of the trip increased which increased my cost. When I tried reaching out to the support, my call was not answered. I tried messaging them on messenger for which their reply was that the cost is as per the extra time and distance so we can?t help you. 
I tried emailing their support team. They took more than 2 days to reply and their reply was not even related to the issue raised. It?s my worst customer support experience till date and such a thing was not expected out of Ola.",2/9/2017 0:00
196,No response from customer service,arunchillz,4.8.18,1,My account was blocked and the customer service was not able to activate it for the past 35 days....very poor customer service,2/10/2017 0:00
197,Arrogant behaviour of Driver,RS karan,4.8.18,1,my last booking was disastrous. Your driver refused to make entry in the gate and was to cancel his booking . It was time bound appointment and was forced to make alternative arrangements as yr other vehicle delayed . When cancelled a fine was levied on me . U should recover the fine from ur driver who refused to make entry in the gate .,2/11/2017 0:00
198,Bad Navigation,Varun Rath,4.8.18,4,Apps do not work good if I talk about navigation. Rest not much clear with the available cabs at location. Rest all fine.,2/12/2017 0:00
199,Needs network improvements,Steve aoki,4.8.18,1,When I try to book Ola then it doesn?t provide network coverage in the app and I am not able to book Ola,2/13/2017 0:00
200,Beats Uber,vichar4u,4.8.18,5,Options. Simplicity. Ola pay. It is my chosen mode!,2/14/2017 0:00
201,No availability,cvjkdc,4.8.18,1,Auto s are no available . And Ola cash option is not available.,2/15/2017 0:00
202,Bekaar Ola cab,gshdhdjas,4.8.18,1,Bekaar service hai last I booked Ola cab for early morning 3:30am I am waiting for cab I call him he told me sorry I am not coming pls cancel your booking and disconnect the phone <U+0001F620><U+0001F620><U+0001F620><U+0001F620><U+0001F92C><U+0001F92C>,2/16/2017 0:00
203,No cabs available,Red Devil 977777,4.8.18,1,Increase the frequency!! There are literally no cabs available and sometimes the booking gets cancelled automatically.,2/17/2017 0:00
204,Driver refuses or Ola changes can details last moment,abhishek abi,4.8.18,3,"Some times drivers ask where you want to go when we call them to check where they are. They refuse some times and doesn?t cancel. We have to cancel to book new cab n we have to pay cancellation charge. 

Once I booked cab from Ahmedabad airport, I got cab details and fortunately cab was close to me and suddenly now some other girl got in cab claiming she has booked and I was about to show my booking Ola changed my booking and I had to wait for another cab for like 5 minutes. This is very bad.",2/18/2017 0:00
205,Pathetic service,bm270618,4.8.18,1,"I am taking out time to rate as I have stopped using your services reason being your services are useless. Drivers are literally pathetic, too long wait time for the bookings, driver cancels the bookings after making wait for long, pathetic customer service, charge unnecessary charges even if you don?t take the ride, drivers starts your ride without even reaching your location and again passenger will only be charged with the extra charges!! Never ever have experienced anything good with Ola!",2/19/2017 0:00
206,Response not good,543215ola,4.8.18,3,"Response not good at Ola cabin located Rajiv Gandhi airport hyderabad 
Should keep trained employees",2/20/2017 0:00
207,Olacabs in India,Dr Mundada,4.8.18,5,Most reliable and honest services,2/21/2017 0:00
208,Notifications,honey2718,4.8.18,1,"You guys regularly send me notifications which is of no use 
U send me coupons and those are always not eligible or expired why you guys send unnecessary notifications",2/22/2017 0:00
209,Current service status :degraded,factual truth,4.8.18,1,Micro and mini cars are invisible now a days. Every time passengers have to pay higher rates at any time of day or night. Not at all happy of current service,2/23/2017 0:00
210,Good and prompt service at reasonable rates,Bitu lotey,4.8.18,5,Good and prompt service at reasonable rates,2/24/2017 0:00
211,Block Account,Deepak Bajpay,4.8.18,5,Don?t know they have block my Ola account without any discussion. I am frequent traveler have called up many time no one picked my call. How can I connect with them not sure. Plz call me back or active my account to starts Services. Thanks,2/25/2017 0:00
212,Worst service for past 1 year Try Uber,Abhishek Kalundia,4.8.18,1,"If you book a cab the app will show ETA 10min (eg) but the driver will never show up for hours. 
Sometimes the driver will cancel the ride without informing you.
After booking and waiting for hours when you call and ask driver when will he arrive, he asks you back where do you want to go??? And never come ...they wait till you cancel the ride to avoid penalties.
No respect for customers time no responsibility taken by the Ola company. The app ha options for reporting the issues. And when you select anything about the driver it says ?something went wrong, please try again?. 
My whole plan schedule has been destroyed because of this stupid company and frauds.",2/26/2017 0:00
213,Forceful Cancellation charges,nagpur_1994,4.8.18,1,"I Booked a cab,driver reached my location and he was drunk so much that he couldn?t even talk properly. He gave me silly reasons and made me cancel the cab.I was fined 50<U+20B9> cancellation charges! For what?!",2/27/2017 0:00
214,THUG APP,DILSHAD MALLICK,4.8.18,1,"I have been using Ola from last two year both for my personal
And corporate account ,but what I have experienced in last few months is Ola app has become a ?THUG? app who is really charging you a lot more than other apps . So I would like to suggest you guys to please prefer other app like UBER fir any trip , if you have any doubt atleast book cabs from both the app and see the change in fares on spot and then make your decision . And now a days there helpline number is also not in service . 
They are fooling customers as well as drivers .",2/28/2017 0:00
215,Deepak Pradhan,dmpsdp,4.8.18,5,Up keep of vehicles is highly essential.,3/1/2017 0:00
216,Worst experience,Foramkumar,4.8.18,1,"I have been facing issues in booking the auto as well as micro mini and prime cabs. Initially it shows so many auto near you and when you try to book them, every auto disappears and none gets booked.

This is happening for other vechile category as well.

This is too much frustrating. I am clearly very disappointed recently with ola",3/2/2017 0:00
217,Quality is going down day by day,kir123456789,4.8.18,2,Now a days Ola cab service quality going down.. I had a recent trips to couple of locations both of will get cancelled after waiting for 10-15mins. You can?t be sure we can reach on time if planning to go with Ola.,3/3/2017 0:00
218,Working experience ..,abhilash rishi,4.8.18,5,Excellent,3/4/2017 0:00
219,Basavanagudi  Bangalore,Balu pc,4.8.18,4,Most of the times I get Ola vehicles fast and ease. Thanks,3/5/2017 0:00
220,app not working,suhani&,4.8.18,1,"app not be continue,..",3/6/2017 0:00
221,Ola ride in Bangalore,samir0807,4.8.18,4,Ola drivers in Bangalore always try to take a long route instead of the shorter one as in gps,3/7/2017 0:00
222,<U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB>,logu logeshwari,4.8.18,1,"They doesn?t even deserve a single star <U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB>
Very irritated <U+0001F620> in booking the vechilea 
No use in arguing",3/8/2017 0:00
223,Third quality app,dggvcdxc,4.8.18,1,Why you guys need extra ivr for verification after giving otp and your ivr system is not working very cheap performance by ola,3/9/2017 0:00
224,Service by the Driver was awesome,Royalsajjadkhan,4.8.18,4,Awesome service,3/10/2017 0:00
225,50 Rs fined,mohdrang,4.8.18,3,"It?s absolutely absurd that the driver didn?t even reach the destination and called . I was late by 3 minutes and he cancelled my booking . This was very unnecessary. I feel you should reimburse my 50 Rs .
Regards 
Mohammed",3/11/2017 0:00
226,delay time,Dr Prakash Upadhyay,4.8.18,4,some drive not come in time for pickup and he don?t cancelled ride,3/12/2017 0:00
227,Sadan cars,JD Dubey,4.8.18,1,Sadan cars are not available or using only rental options so you cannot book for local rides if you want,3/13/2017 0:00
228,Charge unnecessary toll tax,NitinSindhu,4.8.18,1,They are charging unnecessary toll tax. There is no toll from Delhi to Ghaziabad but they charge for it. Few months back same charges applied after that refund it but this time they refused to refund. Its a habit to charge extra from customer. Its BAD APP and BAD SERVICE they are given. PLEASE DON?T INSTALL THIS APP,3/14/2017 0:00
229,Over charging,onsultant,4.8.18,2,How come u are charging Rs 312 for a 4 kilometer drive. From seawood railway station toRaghuleela mall in Navi Mumbai I paid 312 to the driver day before yesterdsy. This is simply a loot. I did pay pay 149 rupee for the same while getting ack to Uber. Same distance same taxi.,3/15/2017 0:00
230,No stars,Dev8750,4.8.18,1,Worst onpine taxi ever . They make a lot profit by fooling . I just hate this app,3/16/2017 0:00
231,Incorrect fare,Himanshu 07,4.8.18,1,"When I boards the cab it was showing me 148 And once I reached to my destination it is showing 199 
Which is unacceptable at all 
Why should I pay this high fare 
I had a fight with cab driver
He called other guys as well",3/17/2017 0:00
232,"Raj, Chennai",raj-chennai,4.8.18,5,"I have been an avid user of OLA ever since its inception.  It has radically changed the transportation industry for me.  I find most OLA guys honest and straight-forward.  In fact, once I left my iPhone in an OLA auto and after calling the driver at 11pm ( as I had reached home), he  brought the phone back to my home.  I don?t have bargain or have long arduous discussions for cabs and autos anymore.  And that is a huge relief.  It is easy to contact the drivers and over time the app has become friendlier and more accurate.  I depend on OLA so much that I decided not to buy a car and rely on them for the last two years.  It has worked out well for both financially and from a convenience point of view.  Especially financially.  The constant complaint I heard from most drivers was that OLA was not being reimbursed in a timely fashion.  To help them I switched to cash and stopped using OLA money.  Life has been easier since.  Overall I a big fan of OLA inspite of technical hiccups of few location issues here and there and a few cancellations.  OLA has enhanced the quality of my life.  Thank You.",3/18/2017 0:00
233,Driving,Shailesh Ahirwar,4.8.18,4,Excellent,3/19/2017 0:00
234,Time to move out,Ranajit Chakrabarty,4.8.18,1,One of the most hopeless set of drivers. In the name of ola credit they fool customers. When in need it?s Uber. Once I was a die hard supporter of Ola and never even downloaded Uber App. But not it?s only Uber. To keep the business reputation high one must know how to retain customers. The horrible mistake which Ola did was to appoint the yellow taxi drivers in Ola.,3/20/2017 0:00
235,Bad experience,aliakbarratansi,4.8.18,1,Super bad service..i had to cancel many cabs because the drivers are very rude..pathetic behaviour..and plus the cabs are not available as per your convenience..and when you finally book one..and call the cab guy..he is million miles away from the location you booked is from..and then when you finally call the driver..he says he cannot come till my location where you booked it from and the cancellation charges is been taken from my pocket..absolutely pathetic..i would never recommend ola to anyone..please please please do not use ola..its just a waste of time and your hard earned money.,3/21/2017 0:00
236,Looks like this is a fake service,shail_vicky,4.8.18,1,"Never going to use or recommend this app to anyone. After booking the ride 10 times, the ride turns up. Worst travel app",3/22/2017 0:00
237,App crashes constantly,Tushii,4.8.18,1,It?s been over 5 years since Ola launched and to have the app in such a poor state still is ridiculous.. after 2 minutes of use the app will stop responding and forces me to shut down.. revolting,3/23/2017 0:00
238,MJF. Ln. Antony - MADAME SHANTHES.,LION ANTONY,4.8.18,4,"Except for CANCELLATION CHARGE which is forced to Customer, others seems to be ok until now .",3/24/2017 0:00
239,Cleanliness,dr surendra singh,4.8.18,2,Car was very dirty.,3/25/2017 0:00
240,Sensible driver,dr anil sood,4.8.18,5,I used Ola during my stay at Banares experience is great,3/26/2017 0:00
241,Worst app ever! Help,vanamurtaza,4.8.18,1,"Worst app ever! They?re charging me cancellation fee, when there driver had canceled the trip. I an answer or else never gonna use this app again!",3/27/2017 0:00
242,worst performance,Nilanjan@123,4.8.18,1,"Booking auto or cab takes a long time even though the app shows many Auto available nearby . many trials need to be done to get a booking successfully. sometimes the booked auto gets cancelled without any reason . Instead of booking auto on ola , it would be better to take a auto physically.",3/28/2017 0:00
243,Electricity bill payment menu is not popping,Ramana Mobile 9866886299,4.8.18,1,I have been representing for the past two months but no action is on cards,3/29/2017 0:00
244,Nice,Hak patel,4.8.18,5,"It was nice ride from New Delhi railway station to indira Ghandhi T2 at 3 o clock early morning. Good job by OLA and driver.
Thank you OLA",3/30/2017 0:00
245,Hire a car,yogesh0999,4.8.18,5,Best and safest ride with a value for money <U+0001F44D>.,3/31/2017 0:00
246,Horrible experience,Mel_Joel,4.8.18,1,"Multiple ride cancellations by the drivers after finding out the drop location, drivers not reaching the exact pick up location, changes/extreme hike in price after the ride starts - I?ve faced multiple instances where the app prompts you to book a prime sedan as it is the same cost as a mini, but the price eventually is not the same when you reach the destination. I?ve had good experiences as well with Ola, but the frequency and intensity of the bad experiences has led to such a review.",4/1/2017 0:00
247,Waste Service,Uday Byrisetty,4.8.18,1,"Cab drivers are cancelling the cabs by their own.
They are asking to pay cash instead of card payments.
Really don?t know why OLA management is encouraging these cabs. Totally unhappy with the OLA services.",4/2/2017 0:00
248,Pathetic service.,kjbkp,4.8.18,1,"Waited for one hour, the app kept saying the ride is 20 minutes away finally ended up cancelling the ride but the driver didn?t know about the cancellation. The driver was really rude on the call. Really disappointed.",4/3/2017 0:00
249,"Tried kyc multiple times but not yet through , very worst service",abhaynerkar,4.8.18,1,Very worst app,4/4/2017 0:00
250,Worst,Player Champ,4.8.18,1,The worst part is they double the rate usually,4/5/2017 0:00
251,Poor approach to loyal customers,Ashkap1,4.8.18,3,"Despite having a decent Ola wallet balance - i have not been assisted in getting the balance auto debited from the wallet. Can understand the KYC norms (am a banker myself) which also had offered to the driver - he looked at my Aadhar and doubted the Aadhar, as was unsure how can I be a man - with my name being a woman?s in south of the Deccan plateau. 
Now your delayed payment reminders are a nuisance - can understand how would you know my credit worthiness - but am upset with the legal threat have received on text messages. I will prefer Uber which has a direct debit onto my credit card. So good bye guys.",4/6/2017 0:00
252,Missed to use Referral voucher of 50 rs,Prerana G,4.8.18,1,"I called customercare for that I?m new user,I was not knowing to use voucher so I fail to use in first ride,second ride when I tried to use the voucher was not valid,when I asked customer care for one more voucher that I couldn?t use the last one..they are telling its not in there hand so who  is going to give back the voucher...",4/7/2017 0:00
253,Costly,Abhi011295,4.8.18,2,As compared to other cab service ola has almost double rates... too costly...better go for other cabs,4/8/2017 0:00
254,Unable to Pick Correct Location,XABCYAB,4.8.18,2,"The OLA system does not register correct location and so a near about location is given while booking. 
The driver is given exact location by locating the destination by user on his device and then Transferred to driver - somehow this driver didn?t understand it",4/9/2017 0:00
255,Rates are high when required most,Amandeep Toor,4.8.18,2,"not available bikes in early morning, peak routes , rainy season not value for money",4/10/2017 0:00
